no_of_traffic_units_involved,no_killed,no_seriously_injured,no_moderately_injured,no_minor_other_injured
1.7532467532467533,0.00974025974025974,0.21753246753246752,0.3847402597402597,0.16558441558441558
1.5076923076923077,0.018461538461538463,0.26153846153846155,0.4553846153846154,0.15692307692307692
1.6551724137931034,0.021551724137931036,0.32112068965517243,0.4073275862068966,0.21336206896551724
1.3333333333333333,0.1282051282051282,0.07692307692307693,0.358974358974359,0.28205128205128205
1.6337792642140467,0.023411371237458192,0.2625418060200669,0.5167224080267558,0.13043478260869565
2.0936758893280634,0.00909090909090909,0.1976284584980237,0.34347826086956523,0.2964426877470356
1.365909090909091,0.025,0.3181818181818182,0.4659090909090909,0.18863636363636363
1.3966244725738397,0.05485232067510549,0.35443037974683544,0.4050632911392405,0.12236286919831224
1.3150684931506849,0.0547945205479452,0.136986301369863,0.3150684931506849,0.2054794520547945
2.0545702592087314,0.007958162801273306,0.1882673942701228,0.318781264211005,0.27489768076398363
1.3793103448275863,0.05172413793103448,0.25,0.47413793103448276,0.10344827586206896
1.2477064220183487,0.045871559633027525,0.3302752293577982,0.43119266055045874,0.12844036697247707
1.7224118316268486,0.010238907849829351,0.229806598407281,0.47440273037542663,0.1956769055745165
1.1538461538461537,0.07692307692307693,0.46153846153846156,0.4807692307692308,0.17307692307692307
1.1568627450980393,0.0196078431372549,0.45098039215686275,0.37254901960784315,0.19607843137254902
1.15,0.15,0.4,0.4,0.1
1.687830687830688,0.005291005291005291,0.15873015873015872,0.4973544973544973,0.13227513227513227
2.087890625,0.001953125,0.21875,0.29296875,0.302734375
1.6712328767123288,0.0136986301369863,0.1567732115677321,0.4337899543378995,0.2222222222222222
1.2828282828282829,0.04377104377104377,0.35353535353535354,0.48148148148148145,0.07744107744107744
1.9145077720207253,0.011658031088082901,0.23963730569948186,0.3290155440414508,0.25777202072538863
1.9096385542168675,0.010843373493975903,0.25542168674698795,0.3536144578313253,0.25662650602409637
2.1293345829428305,0.004686035613870665,0.15651358950328023,0.33177132146204313,0.3598875351452671
2.1280510018214938,0.006010928961748634,0.2145719489981785,0.3238615664845173,0.32604735883424407
1.101123595505618,0.056179775280898875,0.3595505617977528,0.39325842696629215,0.11235955056179775
1.8423866552609067,0.013045337895637298,0.22412318220701455,0.35115483319076135,0.1888366124893071
1.0987654320987654,0.024691358024691357,0.4444444444444444,0.5185185185185185,0.18518518518518517
1.6682027649769586,0.021889400921658985,0.2891705069124424,0.4769585253456221,0.14861751152073732
1.5550510783200908,0.046538024971623154,0.28036322360953464,0.5346197502837684,0.19750283768444948
1.2,0.044444444444444446,0.5222222222222223,0.3888888888888889,0.16666666666666666
1.7373358348968104,0.014071294559099437,0.27392120075046905,0.3827392120075047,0.1772983114446529
1.3095238095238095,0.11904761904761904,0.5238095238095238,0.47619047619047616,0.11904761904761904
1.2857142857142858,0.02857142857142857,0.37142857142857144,0.4857142857142857,0.11428571428571428
1.3333333333333333,0.042735042735042736,0.3504273504273504,0.38461538461538464,0.1752136752136752
1.349726775956284,0.03825136612021858,0.273224043715847,0.4262295081967213,0.19672131147540983
2.1285175514940526,0.005802146794313896,0.18740934145633883,0.3188279663475486,0.35480127647229476
1.653366583541147,0.03865336658354115,0.29052369077306733,0.49501246882793015,0.1745635910224439
1.208,0.024,0.44,0.352,0.08
1.5733333333333333,0.05333333333333334,0.13333333333333333,0.52,0.16
1.523102310231023,0.033003300330033,0.20957095709570958,0.5495049504950495,0.1848184818481848
2.077556623198353,0.01029512697323267,0.1935483870967742,0.35415236787920384,0.30679478380233355
1.4210526315789473,0.08270676691729323,0.2631578947368421,0.3684210526315789,0.18796992481203006
1.425,0.0375,0.25625,0.5875,0.13125
2.154185022026432,0.00881057268722467,0.20704845814977973,0.3524229074889868,0.276274386406545
1.2615384615384615,0.07692307692307693,0.4153846153846154,0.38461538461538464,0.18461538461538463
1.273224043715847,0.04371584699453552,0.3333333333333333,0.5081967213114754,0.19672131147540983
1.4932562620423893,0.030828516377649325,0.16184971098265896,0.558766859344894,0.2504816955684008
1.2548262548262548,0.06177606177606178,0.3281853281853282,0.305019305019305,0.15444015444015444
1.645945945945946,0.021621621621621623,0.23783783783783785,0.4297297297297297,0.14594594594594595
1.453416149068323,0.024844720496894408,0.36645962732919257,0.4409937888198758,0.12422360248447205
1.1388888888888888,0.027777777777777776,0.2361111111111111,0.4722222222222222,0.20833333333333334
1.7867820613690009,0.014948859166011016,0.22816679779701024,0.3760818253343824,0.1841070023603462
1.3166666666666667,0.05,0.36666666666666664,0.2833333333333333,0.18333333333333332
1.3103448275862069,0.02586206896551724,0.1925287356321839,0.5114942528735632,0.28735632183908044
1.9246530072703238,0.011235955056179775,0.23331130204890946,0.29213483146067415,0.29742233972240584
1.9411764705882353,0.01764705882352941,0.3058823529411765,0.2823529411764706,0.2647058823529412
2.1098945660989457,0.0056772100567721,0.19626926196269262,0.32116788321167883,0.3098134630981346
1.3928571428571428,0.05803571428571429,0.3125,0.5223214285714286,0.16517857142857142
1.316831683168317,0.0891089108910891,0.4752475247524752,0.38613861386138615,0.18811881188118812
1.4488372093023256,0.03255813953488372,0.24883720930232558,0.5069767441860465,0.11627906976744186
1.4849785407725322,0.012875536480686695,0.3261802575107296,0.33047210300429186,0.1072961373390558
2.0145454545454546,0.008181818181818182,0.26272727272727275,0.2590909090909091,0.29363636363636364
1.2412280701754386,0.039473684210526314,0.38596491228070173,0.35526315789473684,0.14912280701754385
1.2738095238095237,0.08333333333333333,0.39285714285714285,0.5476190476190477,0.10714285714285714
1.8445017182130585,0.01761168384879725,0.24656357388316152,0.3865979381443299,0.19630584192439862
2.0054794520547947,0.005479452054794521,0.28493150684931506,0.27123287671232876,0.27123287671232876
1.3968253968253967,0.03968253968253968,0.2777777777777778,0.5476190476190477,0.1746031746031746
1.5850914205344586,0.02109704641350211,0.3459915611814346,0.3178621659634318,0.1518987341772152
1.3644646924829158,0.015945330296127564,0.25968109339407747,0.5945330296127562,0.1776765375854214
2.0651049589291146,0.008518405841192577,0.22330392455126255,0.33404320048676606,0.3236994219653179
1.2181818181818183,0.02727272727272727,0.35454545454545455,0.32727272727272727,0.09090909090909091
1.1724137931034482,0.06896551724137931,0.4827586206896552,0.4482758620689655,0.13793103448275862
1.1875,0,0.1875,0,0.75
1.8791848617176128,0.013100436681222707,0.20232896652110627,0.46870451237263466,0.19359534206695778
1.4606353591160222,0.029005524861878452,0.2955801104972376,0.4261049723756906,0.1464088397790055
1.3115079365079365,0.031746031746031744,0.25992063492063494,0.45436507936507936,0.13293650793650794
1.4893617021276595,0.0425531914893617,0.2074468085106383,0.5212765957446809,0.2978723404255319
2.053231939163498,0,0.22053231939163498,0.22053231939163498,0.35361216730038025
1.3333333333333333,0.03546099290780142,0.07801418439716312,0.2624113475177305,0.5673758865248227
1.2272727272727273,0.09090909090909091,0.2878787878787879,0.3787878787878788,0.16666666666666666
1.5220883534136547,0.07228915662650602,0.24096385542168675,0.4819277108433735,0.14056224899598393
1.4573643410852712,0.03488372093023256,0.3449612403100775,0.3488372093023256,0.1434108527131783
1.316872427983539,0.06172839506172839,0.3374485596707819,0.45267489711934156,0.09876543209876543
1.2873563218390804,0.09195402298850575,0.3103448275862069,0.39080459770114945,0.1839080459770115
1.3873873873873874,0.07207207207207207,0.3783783783783784,0.38738738738738737,0.11711711711711711
2.0397350993377485,0.0074503311258278145,0.18832781456953643,0.36258278145695366,0.23758278145695363
2.0560109289617485,0.00819672131147541,0.25,0.2786885245901639,0.30191256830601093
2.0203896692342544,0.007249660172179429,0.20389669234254645,0.20661531490711374,0.37834164023561395
1.132183908045977,0.017241379310344827,0.3103448275862069,0.3850574712643678,0.11494252873563218
1.7089108910891089,0.009900990099009901,0.19405940594059407,0.5188118811881188,0.15841584158415842
1.4100418410041842,0.03765690376569038,0.20502092050209206,0.7071129707112971,0.100418410041841
2.168907071887785,0.009059029807130333,0.18497954412624196,0.3050847457627119,0.35125657510227937
1.973426001635323,0.01062959934587081,0.2313982011447261,0.4272281275551921,0.23548650858544562
1.6564625850340136,0.02947845804988662,0.3287981859410431,0.4557823129251701,0.18820861678004536
1.7310087173100872,0.037359900373599,0.3424657534246575,0.410958904109589,0.21419676214196762
1.5701415701415702,0.015444015444015444,0.02702702702702703,0.34234234234234234,0.3745173745173745
2.0793346129238643,0.007677543186180422,0.22456813819577734,0.309660908509277,0.26231605886116444
1.5502645502645502,0.03968253968253968,0.36772486772486773,0.4074074074074074,0.18783068783068782
2.079770261646458,0.006381620931716656,0.19974473516273133,0.31078493937460117,0.32865347798340777
1.9108367626886145,0.010973936899862825,0.25925925925925924,0.36899862825788754,0.205761316872428
1.668217054263566,0.03333333333333333,0.2837209302325581,0.4945736434108527,0.19689922480620156
1.6046511627906976,0.053488372093023255,0.30697674418604654,0.4697674418604651,0.22093023255813954
1.3221343873517786,0.043478260869565216,0.12055335968379446,0.391304347826087,0.25691699604743085
1.2701149425287357,0.04310344827586207,0.27011494252873564,0.3390804597701149,0.20977011494252873
2.1573170731707316,0.006097560975609756,0.17073170731707318,0.30609756097560975,0.40853658536585363
2.056137012369172,0.009990485252140819,0.22787821122740248,0.35680304471931495,0.2521408182683159
2.0430197058007216,0.007771301693033583,0.19372744934776576,0.3388842631140716,0.32334165972800444
1.5905325443786982,0.03431952662721893,0.3431952662721893,0.47455621301775147,0.1455621301775148
1.348314606741573,0.06741573033707865,0.30337078651685395,0.4044943820224719,0.19101123595505617
1.2435897435897436,0.02564102564102564,0.28205128205128205,0.4230769230769231,0.3974358974358974
1.9500280741156653,0.00673778775968557,0.21953958450308816,0.26895002807411567,0.28860190903986527
1.6270491803278688,0.018852459016393444,0.21475409836065573,0.4180327868852459,0.260655737704918
1.0769230769230769,0.07692307692307693,0.2948717948717949,0.4230769230769231,0.23076923076923078
1.3703703703703705,0.046296296296296294,0.35648148148148145,0.4398148148148148,0.12962962962962962
1.182608695652174,0.06956521739130435,0.22608695652173913,0.45652173913043476,0.3217391304347826
1.3333333333333333,0.04,0.3466666666666667,0.5733333333333334,0.17333333333333334
1.7206385404789053,0.02394526795895097,0.27137970353477764,0.3728620296465222,0.15507411630558723
1.1235955056179776,0.11235955056179775,0.42696629213483145,0.449438202247191,0.10112359550561797
1.2352941176470589,0.0196078431372549,0.4803921568627451,0.4117647058823529,0.12745098039215685
1.3018867924528301,0.03773584905660377,0.39622641509433965,0.4339622641509434,0.05660377358490566
1.2124352331606219,0.09844559585492228,0.41968911917098445,0.43523316062176165,0.13471502590673576
1.992412746585736,0.009104704097116844,0.2473444613050076,0.3171471927162367,0.28072837632776937
1.2058823529411764,0.08823529411764706,0.27941176470588236,0.4411764705882353,0.16176470588235295
1.3944954128440368,0.08256880733944955,0.01834862385321101,0.03669724770642202,0.7339449541284404
2.0613026819923372,0.011494252873563218,0.2388250319284802,0.29118773946360155,0.30779054916985954
1.508609271523179,0.015894039735099338,0.27417218543046357,0.40927152317880794,0.18410596026490067
1.6162079510703364,0.035168195718654434,0.38837920489296635,0.3486238532110092,0.19724770642201836
1.921417565485362,0.012326656394453005,0.25500770416024654,0.35554699537750384,0.2033898305084746
2.032490974729242,0.0018050541516245488,0.23104693140794225,0.2833935018050541,0.29061371841155237
1.3526448362720402,0.037783375314861464,0.03526448362720403,0.3904282115869018,0.42317380352644834
